,index,A_start,beta_start,rho_start,A_hat,beta_hat,rho_hat,nloglik,code,set
83,43,5.16202711007236e-05,0.002091365,0.000334112,5.90879743242841e-08,0.005973071,0.020343978,179.0938995,0,combination 3
84,44,8.66819522393014e-05,0.00254085,0.000301886,6.06642859968114e-09,0.00538202,0.038283388,171.1897855,0,combination 3
72,45,8.85187560954774e-05,0.001684429,0.000438936,9.58945296727528e-08,0.006159637,0.01046781,172.4473465,0,combination 3
37,46,1.25202805601803e-05,0.002648539,0.000303084,7.45510103944205e-08,0.006064511,0.015884368,182.3366328,0,combination 3
73,47,3.79800743406317e-05,0.002830424,0.00030087,5.57242444754224e-08,0.006132925,0.019989317,198.2226538,0,combination 3
25,48,1.9570880078256e-05,0.002451103,0.000305764,3.97258708925078e-10,0.005322938,0.035971379,175.072723,0,combination 3
74,49,8.2845302749107e-05,0.00186279,0.000385921,1.00077801014767e-10,0.005187525,0.039353424,172.8410894,0,combination 3
13,50,4.39035125142806e-05,0.002329544,0.000311227,7.33396132551205e-08,0.006015794,0.016531238,167.9705528,0,combination 3
38,51,2.70718739843905e-05,0.002142238,0.000351331,3.00372488483708e-08,0.005670325,0.029440007,166.9306254,0,combination 3
55,52,7.94347787527778e-05,0.002189748,0.000365601,6.54686393318149e-09,0.005660888,0.031920519,177.2736522,0,combination 3
103,53,0.000154891,0.002188443,0.000343439,9.18863890607057e-08,0.00657511,0.007370349,189.6240477,1,combination 3
45,54,1.59248233275067e-05,0.00208909,0.00043584,8.33316968460773e-08,0.006298197,0.012235067,179.7767121,0,combination 3
94,55,7.12633067871122e-05,0.001680542,0.000520805,4.42258055622688e-08,0.005728621,0.023672884,160.8751358,0,combination 3
56,56,6.55396001962956e-05,0.002384888,0.000334359,1.06886726834865e-07,0.006226059,0.007660285,169.3546645,0,combination 3
104,57,0.000161397,0.001955036,0.000330801,7.02370129839257e-08,0.005825041,0.018528382,174.2119538,0,combination 3
57,58,1.80450668688409e-05,0.002269795,0.000365466,1.38726611102302e-10,0.002847855,0.246253856,214.5081329,10,combination 3
26,59,0.000210857,0.001944841,0.000314679,3.75190690701691e-15,0.002208771,0.27680103,257.0433319,0,combination 3
27,60,8.04936178811903e-05,0.002292776,0.000366143,1.73780091881821e-08,0.00568482,0.026879739,168.9428133,0,combination 3
28,61,7.81657467808153e-05,0.001844086,0.000403487,4.27561364023732e-09,0.004811964,0.048758851,166.5757258,0,combination 3
105,62,0.000112921,0.00163922,0.000382831,5.86770203821986e-08,0.005464693,0.025140229,149.7318088,0,combination 3
46,63,4.42473130251824e-05,0.002312253,0.000358344,2.35587052158329e-14,0.002387847,0.251104911,259.4744741,0,combination 3
47,64,0.000109027,0.00210458,0.000381614,1.8264444110819e-09,0.002551112,0.245621934,218.2728033,0,combination 3
75,65,0.000101961,0.001381813,0.000523047,4.4093451836773e-09,0.004695472,0.053369075,160.2699532,0,combination 3
14,66,0.000178314,0.002033353,0.000311255,5.94279683353733e-08,0.0056829,0.023035093,155.7679476,0,combination 3
106,67,4.26362863584799e-05,0.001739014,0.000434822,1.8688788667239e-08,0.005436487,0.030977262,161.6105848,0,combination 3
29,68,4.15456209165554e-06,0.002808348,0.0003011,5.18885127748532e-09,0.005564874,0.035671777,184.8715928,0,combination 3
76,69,3.26087325136355e-05,0.002166305,0.000362458,8.59483301842623e-08,0.006154,0.012944724,168.4137649,0,combination 3
15,70,0.000166213,0.002144995,0.000324044,1.83955394215865e-09,0.005242181,0.04350388,170.4039998,0,combination 3
210,71,2.67350971698107e-05,0.002349239,0.000329533,9.55976026274787e-08,0.006071889,0.011524681,173.4104152,0,combination 3
85,72,4.61174905260171e-05,0.00169792,0.000491251,6.00822080567046e-08,0.005807211,0.022123072,153.6596211,0,combination 3
39,73,8.25040356472179e-05,0.002301743,0.00032701,6.91524650038004e-10,0.005211,0.042460818,166.3065558,0,combination 3
211,74,6.49304816356672e-05,0.002145269,0.000315969,1.10628932254408e-07,0.005963395,0.01423754,163.058469,0,combination 3
48,75,3.99250902404654e-05,0.002411644,0.000339927,5.00556395602931e-09,0.005163063,0.03991647,158.7371306,0,combination 3
16,76,7.01881693016582e-05,0.001787394,0.000535126,2.26464541402169e-08,0.005478588,0.037224264,161.3724621,0,combination 3
17,77,3.97660459270413e-05,0.001736288,0.000459449,1.3943809277773e-08,0.005506488,0.031543124,162.75187,0,combination 3
77,78,0.000167664,0.002250519,0.000305139,5.36159455926633e-08,0.005236389,0.035186639,146.8914952,0,combination 3
107,79,9.43688563581534e-06,0.001557792,0.000498519,5.59801646006915e-08,0.005327442,0.026574428,143.8319644,0,combination 3
58,80,0.00012261,0.001749098,0.000385585,1.53141018033245e-08,0.005284587,0.033965839,161.9814917,0,combination 3
86,81,3.09667644412334e-05,0.002798336,0.000302089,1.43405596377228e-08,0.00540139,0.038370337,158.9928209,0,combination 3
108,82,0.000128446,0.001435716,0.000428747,5.52480573791807e-10,0.002358444,0.226935281,209.560625,10,combination 3
65,83,3.65555611813785e-05,0.002012531,0.000355568,1.11238890908642e-08,0.004958021,0.045995536,167.2572928,0,combination 3
49,84,2.46992577253353e-05,0.002012307,0.000352568,3.2632557355718e-15,0.005011275,0.046211802,155.3262877,0,combination 3
66,85,9.17604245006118e-05,0.002111458,0.000337794,9.78124141765948e-15,0.002794371,0.164595249,236.7468469,0,combination 3
18,86,3.36884897286316e-05,0.001577528,0.000484173,5.47314793996712e-08,0.005315432,0.02920019,153.3675767,0,combination 3
410,87,0.000100838,0.002144523,0.000315218,5.23573311038402e-08,0.005489376,0.027378823,155.2972915,0,combination 3
411,88,1.36362484612813e-06,0.002539247,0.000308138,1.53953325143491e-14,0.002605468,0.258335904,311.0684732,0,combination 3
310,89,0.000111899,0.001808187,0.000436427,1.78777194194685e-08,0.005542921,0.030031185,174.1988271,0,combination 3
95,90,0.000166102,0.001806705,0.000353536,1.56131528101045e-09,0.005139602,0.038822819,156.1952555,0,combination 3
78,91,0.000113138,0.002299459,0.000478263,9.08127722246491e-08,0.006475524,0.00953354,176.7492772,0,combination 3
19,92,5.82505902594266e-05,0.0015096,0.000491675,2.29217372567177e-08,0.005263594,0.035178,153.1496899,0,combination 3
212,93,1.11443193254039e-05,0.002388138,0.00032188,9.04406460494786e-08,0.006360175,0.010151555,179.4493378,0,combination 3
96,94,3.59655729077568e-05,0.002107338,0.000384186,8.28545404794425e-08,0.006037601,0.014845598,156.1598053,0,combination 3
59,95,0.000186492,0.00176504,0.000326132,6.6450212016448e-08,0.005539158,0.02164434,151.5157705,0,combination 3
311,96,0.000135303,0.002410251,0.000305821,8.19485383770458e-08,0.005887706,0.015903035,162.814089,0,combination 3
97,97,0.000128956,0.002103013,0.000315095,6.57016089108859e-15,0.002218365,0.266802587,206.140048,0,combination 3
98,98,5.74861144101757e-05,0.002199653,0.000379418,7.34303485995094e-08,0.006336215,0.014126147,181.0778829,0,combination 3
99,99,0.000204522,0.002077327,0.000311754,3.42624902704163e-09,0.005524903,0.031405516,172.3892501,0,combination 3
87,100,9.11172231185095e-06,0.001970663,0.000383708,5.9479746956315e-08,0.005492046,0.02405837,157.6813141,0,combination 3
110,101,3.92883638966973e-05,0.002247335,0.000329403,9.69707499428975e-08,0.006238875,0.010174862,191.3072885,0,combination 3
510,102,4.83777991559035e-05,0.002377484,0.000313932,9.75798685239739e-08,0.006215106,0.009621193,152.8008842,0,combination 3
910,103,7.0593022197985e-05,0.002246858,0.000324426,5.52334487334982e-13,0.002497358,0.242761596,216.9266321,10,combination 3
111,104,0.000145006,0.001933361,0.000455516,9.1698920966652e-08,0.006352906,0.014246368,173.4784239,0,combination 3
88,105,0.000155973,0.002416383,0.000312879,1.08701041885815e-08,0.005474491,0.036077951,157.7634284,0,combination 3
67,106,3.33852717137674e-05,0.002667004,0.000313818,4.86502065021777e-15,0.002898594,0.20246372,219.2128813,0,combination 3
911,107,5.42817156668863e-05,0.002055285,0.000354998,2.03469022490065e-15,0.004052957,0.097973274,185.8233317,0,combination 3
112,108,1.60265859881327e-05,0.001889293,0.00048419,4.74309046703171e-08,0.00615472,0.02120869,181.2281615,0,combination 3
213,109,5.48016496377409e-05,0.002150324,0.000376481,7.12613473081322e-08,0.006003749,0.017402447,171.2796513,0,combination 3
89,110,1.05248839139151e-05,0.001896167,0.000465242,5.19379745315832e-09,0.005169492,0.039551149,154.6461102,0,combination 3
79,111,1.2392017565712e-06,0.001680975,0.000539844,7.2295287964968e-08,0.006107326,0.016283296,174.5566105,0,combination 3
810,112,4.25366033661057e-05,0.002131065,0.000326153,1.55916937811595e-10,0.00242785,0.247444997,229.1769931,10,combination 3
811,113,2.61198188773999e-05,0.002389737,0.00033704,2.21483098211674e-15,0.00253345,0.255367076,230.0996833,0,combination 3
511,114,0.000131109,0.002442361,0.000331938,8.59073021213075e-09,0.005653312,0.032109383,172.3461813,10,combination 3
710,115,4.45698689335469e-05,0.002209898,0.000346849,8.47179952813608e-15,0.002337376,0.269222178,223.8705569,0,combination 3
412,116,6.61185481838793e-05,0.001692687,0.000416431,5.62613588383502e-08,0.005594276,0.02454209,158.3780755,0,combination 3
413,117,0.000204566,0.001927026,0.000383411,1.07337389448276e-07,0.006557391,0.004648473,173.3732058,0,combination 3
414,118,9.96582145634917e-05,0.002526368,0.000319687,6.54291240871163e-16,0.002483856,0.264257567,231.3159098,0,combination 3
109,119,0.00012537,0.002298837,0.000386158,8.07527711309747e-08,0.005797308,0.019067795,150.4089415,0,combination 3
214,120,6.19180235495502e-05,0.002697833,0.000302961,3.76509935755202e-09,0.002958876,0.21705234,212.1003199,10,combination 3
312,121,7.31233525921435e-05,0.001691464,0.000439516,2.44024853821305e-08,0.00573752,0.024526564,179.2729289,0,combination 3
313,122,7.50719280147936e-05,0.002256693,0.000351947,2.26677583328882e-09,0.006147036,0.02211399,199.3149013,0,combination 3
912,123,9.62603991889605e-05,0.001926615,0.00038057,7.98015452504359e-08,0.006130434,0.014412896,158.290787,0,combination 3
512,124,8.06189786646959e-05,0.002446221,0.000303048,9.75067332422992e-09,0.005661803,0.034463102,177.7030896,0,combination 3
415,125,8.63508514804943e-05,0.00235032,0.000301796,1.77349416323679e-14,0.002657621,0.221902662,215.5276868,0,combination 3
812,126,4.58616941028119e-05,0.001492143,0.000552595,9.21334505626182e-08,0.005823669,0.019428842,155.9856216,0,combination 3
813,127,0.000132303,0.001642741,0.000439812,4.44958787242919e-08,0.005614289,0.026604275,171.248182,0,combination 3
68,128,7.30549924027119e-05,0.002082819,0.00031503,9.38294900112375e-08,0.005820116,0.017052044,167.6392677,0,combination 3
416,129,8.65339193853794e-05,0.002471421,0.000315025,7.99502833731747e-08,0.006381205,0.012561618,171.5047145,0,combination 3
711,130,0.000173231,0.00174639,0.000424065,8.88341900211514e-08,0.006130704,0.013325623,162.6798355,0,combination 3
215,131,0.000103522,0.002031278,0.000336154,1.65251317406498e-14,0.002112394,0.286060039,212.2157468,0,combination 3
712,132,0.000153472,0.001763312,0.000410306,7.34444040356652e-08,0.006098037,0.015986932,162.8499,0,combination 3
713,133,4.10082578563908e-05,0.002527569,0.000308671,4.08265357690359e-08,0.005659984,0.0287356,159.8244071,0,combination 3
417,134,8.91178967942195e-05,0.001872208,0.000427936,8.92924133223531e-09,0.005366848,0.032556015,178.8039383,0,combination 3
314,135,0.00010535,0.002785079,0.000313296,1.06408170998536e-07,0.007255621,2.36244099120589e-08,209.3540287,1,combination 3
714,136,7.31973733153671e-05,0.001871221,0.000436674,1.12466248614426e-15,0.002436659,0.224746743,218.4447684,0,combination 3
1010,137,1.26219334582277e-05,0.002142277,0.000327789,1.01820895938193e-12,0.002425565,0.220774023,210.882208,10,combination 3
513,138,3.30277198365701e-05,0.002188579,0.000361283,3.87718836868105e-08,0.005872804,0.02320647,154.9326503,0,combination 3
514,139,5.22627365419952e-06,0.002334047,0.000386746,8.65701172202413e-15,0.003183159,0.159089332,183.6799778,0,combination 3
515,140,0.000121423,0.002278226,0.000347408,1.60332242354379e-08,0.005692903,0.025403732,178.0224085,0,combination 3
516,141,1.90445058712514e-05,0.002184329,0.000380228,8.99242451261018e-08,0.00588848,0.01831579,155.2231566,0,combination 3
1011,142,0.000150205,0.002648402,0.000303347,1.75953604419189e-14,0.002732422,0.244913397,231.1486331,0,combination 3
814,143,2.06846631382836e-05,0.002695966,0.000316342,1.39087281574554e-08,0.005327204,0.037278798,159.4086169,0,combination 3
913,144,4.42146456306512e-05,0.002316207,0.000328846,4.53980841568269e-08,0.005668045,0.022621768,147.7572117,0,combination 3
1012,145,2.24502064120401e-05,0.002897741,0.000325615,1.74271006916832e-08,0.005907137,0.028978727,163.2152923,0,combination 3
1013,146,7.79042934271352e-05,0.002225035,0.000359891,2.8720329457536e-08,0.005563353,0.031260971,159.6921683,10,combination 3
914,147,0.000168908,0.001966455,0.000431291,5.04703701561737e-09,0.005779623,0.031734779,181.4148401,0,combination 3
1014,148,7.65290209802577e-05,0.001902749,0.000427952,4.52899708044113e-08,0.005498297,0.028568609,147.9180634,0,combination 3
418,149,8.89950053915559e-05,0.002117216,0.000321794,5.19447879419006e-08,0.005621785,0.025443482,164.1021074,0,combination 3
315,150,6.65822518389583e-05,0.001682701,0.000406013,4.85630291111685e-08,0.005455666,0.024174888,147.2854303,0,combination 3
517,151,5.15851434722321e-05,0.002160631,0.000351946,3.93240023201928e-08,0.005888657,0.018357725,179.6872416,0,combination 3
316,152,5.73637283034235e-05,0.002183242,0.000330356,8.71966231613536e-08,0.006162565,0.012432981,173.63027,0,combination 3
915,153,1.64789707930537e-05,0.002491956,0.000336816,5.87882900071645e-16,0.003374226,0.148139763,197.9265772,0,combination 3
715,154,0.000199404,0.00238933,0.000309212,6.36360162177031e-15,0.002511186,0.2797787,248.9643507,0,combination 3
518,155,3.32066744165373e-05,0.001568289,0.00049577,8.13581996539993e-08,0.005858247,0.016070692,166.6435531,0,combination 3
519,156,6.2974283656815e-06,0.002053087,0.000358613,5.46006496040829e-09,0.005318853,0.036669897,163.0393917,0,combination 3
716,157,2.23605884377889e-06,0.001289783,0.000586926,9.05969261967259e-09,0.00507154,0.040983779,162.0453108,0,combination 3
317,158,0.000117206,0.001600846,0.000417214,5.51687388238074e-08,0.00533007,0.027038342,150.0435634,0,combination 3
916,159,2.57220085255148e-05,0.002359275,0.000344464,4.93844317929174e-08,0.005482084,0.029330845,169.6178221,0,combination 3
419,160,0.00017901,0.002197313,0.000359721,9.8323369119081e-08,0.005941913,0.018863323,158.5173464,0,combination 3
717,161,2.4586790995863e-05,0.002416804,0.000323785,8.1637966007551e-09,0.005383536,0.034846535,167.9082984,0,combination 3
917,162,0.000183178,0.002070761,0.000347039,5.99634998080654e-13,0.004952443,0.050773343,165.8034206,0,combination 3
113,163,5.08360529549364e-05,0.002402893,0.000339047,4.49463820979289e-08,0.005879725,0.023374576,151.5536286,0,combination 3
114,164,0.000108075,0.002245314,0.000390616,1.14842073655801e-08,0.005316217,0.039409085,167.4846826,10,combination 3
216,165,0.000146924,0.001483338,0.000517314,4.72978533399558e-08,0.005524482,0.029669093,145.7357016,0,combination 3
69,166,7.05879936305551e-05,0.002273629,0.00034854,6.60738173178612e-15,0.002386705,0.257078813,209.8713296,0,combination 3
918,167,1.37994009881424e-05,0.001832915,0.000482436,6.27234292941737e-08,0.005775846,0.020954819,165.3322085,0,combination 3
115,168,0.000162861,0.00238941,0.000311936,5.64153918310116e-08,0.005867433,0.020821846,152.5372275,0,combination 3
1015,169,1.25247930217479e-05,0.001657481,0.000547577,6.24930145802727e-08,0.005741779,0.022838814,154.5558896,0,combination 3
610,170,7.0712950565381e-05,0.002058809,0.000313995,8.39650835866001e-08,0.005947284,0.014730718,175.6541919,0,combination 3
318,171,7.28662096371021e-05,0.001820661,0.000344778,1.41787157478041e-08,0.005237388,0.034682074,165.1127799,0,combination 3
217,172,4.21148830658335e-05,0.002499523,0.000315335,3.92210676434543e-10,0.002733375,0.199699965,223.841113,0,combination 3
815,173,5.28174423994009e-05,0.002144202,0.000337522,5.73875003784694e-08,0.005968265,0.021138302,176.2550289,0,combination 3
816,174,3.51339220831814e-05,0.001563077,0.00049541,4.20735472554249e-08,0.005663065,0.022969648,149.804133,10,combination 3
919,175,5.8577765620155e-05,0.001862268,0.000440574,8.75581535284849e-08,0.006272877,0.011384117,180.5299388,0,combination 3
817,176,2.86365105618967e-06,0.002553478,0.000303055,8.79203767824584e-16,0.00254609,0.27964634,263.2513446,0,combination 3
718,177,8.17202925849152e-05,0.00178353,0.000427412,1.14915459719551e-07,0.006126717,0.011848107,169.7859173,0,combination 3
1016,178,4.64742898643227e-05,0.002644687,0.00031508,2.06842130298e-08,0.005496819,0.031341853,167.8227436,0,combination 3
116,179,0.000155489,0.002025091,0.000384406,5.04373699308282e-08,0.005504891,0.029145472,166.6028156,0,combination 3
611,180,0.000121623,0.002044731,0.000380449,7.12696323009413e-16,0.004479888,0.073527069,180.681876,0,combination 3
319,181,4.23186550757094e-05,0.002861036,0.00033187,7.78879955471184e-08,0.006126604,0.015050784,163.2006672,0,combination 3
1017,182,4.08111306401979e-05,0.002580633,0.000334415,2.55628325388384e-09,0.005081108,0.045987221,163.2676735,0,combination 3
920,183,0.000169556,0.001856672,0.000374499,7.71447742490125e-08,0.005968124,0.016441467,161.5299346,0,combination 3
117,184,9.41045421256994e-05,0.001594667,0.000459099,3.78702714027713e-09,0.004852757,0.04886604,164.678039,0,combination 3
118,185,3.906584576884e-05,0.00223386,0.000363798,9.24948449703663e-09,0.0056792,0.035140292,180.6048143,0,combination 3
420,186,6.27007939934476e-05,0.002487877,0.000339918,2.0941110617641e-08,0.005606754,0.031608023,166.867989,0,combination 3
1018,187,0.000163327,0.001795932,0.000396904,5.60741260853407e-08,0.005731174,0.024643423,170.1112068,0,combination 3
818,188,4.58601356519031e-06,0.002299993,0.000390456,5.20712870588344e-08,0.005851712,0.024648034,167.1103743,0,combination 3
421,189,7.60358591001824e-05,0.002289461,0.000354028,1.41867476984586e-14,0.00246261,0.255366818,261.3522339,0,combination 3
422,190,0.00011521,0.001756964,0.000367729,6.30113952432837e-09,0.004929778,0.042257157,155.9625838,0,combination 3
423,191,5.70313974276362e-05,0.002212566,0.000318272,1.19913246702321e-14,0.002493535,0.2571874,239.429149,0,combination 3
819,192,0.000118705,0.002116363,0.000336252,7.05638770109653e-10,0.002500134,0.263246384,248.4473219,10,combination 3
320,193,4.00315749094001e-05,0.002411165,0.000488848,6.24426234586658e-08,0.006071431,0.016866964,164.6041023,10,combination 3
119,194,7.53354680884541e-06,0.002404333,0.000345793,6.23295221527935e-08,0.005835834,0.025485136,172.7750915,0,combination 3
520,195,3.12520886611703e-05,0.001682273,0.00045871,3.5424046279511e-08,0.005184651,0.032573591,157.6134785,0,combination 3
120,196,0.000114962,0.002032237,0.000332377,2.47420132414867e-08,0.00510301,0.03620862,167.3345574,0,combination 3
719,197,0.000128298,0.002240058,0.000329634,3.5176341347075e-15,0.00283322,0.22081085,229.7238762,1,combination 3
424,198,5.74410618608396e-05,0.002114021,0.000453515,1.23228765480922e-08,0.005326167,0.041558362,170.3207848,0,combination 3
521,199,4.62389468220839e-06,0.001702545,0.000445004,5.6649433037428e-08,0.005660931,0.023960031,164.8561969,0,combination 3
218,200,5.69299385543491e-05,0.002246699,0.000398687,5.10404794075611e-08,0.005473322,0.029229718,152.656481,0,combination 3
