,index,A_start,beta_start,rho_start,A_hat,beta_hat,rho_hat,nloglik,code,set
211,97,0.000114511,0.00142261,0.000364014,1.40540599126116e-08,0.001697592,0.177828057,143.1713838,0,combination 2
110,98,0.000130504,0.001403913,0.000550141,2.97552357456718e-08,0.002465598,0.046813017,191.615127,0,combination 2
212,99,3.1847123795985e-05,0.001582276,0.000466302,4.67722048537337e-08,0.002323606,0.024102137,167.4311098,0,combination 2
111,100,9.90647433905175e-06,0.001621224,0.000327605,2.0730165942405e-08,0.001812003,0.135122289,155.7673094,0,combination 2
411,101,1.2144899470583e-05,0.001379377,0.000412013,4.81405896176977e-08,0.002338569,0.029611271,199.8505392,0,combination 2
213,102,4.43255809504084e-05,0.00165171,0.000331091,5.29882170387294e-08,0.002401984,3.69281704910414e-08,156.8187787,0,combination 2
613,103,8.51551639168767e-05,0.00146019,0.000448186,9.29775046314344e-09,0.001750209,0.192941375,147.8870406,0,combination 2
112,104,3.22420362494864e-05,0.001697297,0.00037582,1.5215032962662e-08,0.002304508,0.105603206,175.3745979,0,combination 2
113,105,6.85731490510327e-05,0.001416073,0.000519979,1.55164575708604e-08,0.002020647,0.126240046,137.5070144,0,combination 2
97,106,6.26657908179808e-05,0.001622837,0.00035187,5.38923602668516e-13,0.001696785,0.255424292,158.9332782,0,combination 2
114,107,8.55615587556912e-05,0.001811914,0.000401342,3.13108470837909e-08,0.002189431,0.063718093,165.584735,0,combination 2
87,108,2.20923016869574e-05,0.001545019,0.000433935,1.15752422480773e-13,0.002018138,0.201422415,180.3711037,0,combination 2
1010,109,2.6211382487913e-05,0.001949909,0.000408965,3.01696632027102e-08,0.002242929,0.062329103,177.6566116,0,combination 2
614,110,5.84118969015555e-05,0.00137579,0.000532099,1.8216406943144e-08,0.00188133,0.135646808,146.3239943,0,combination 2
615,111,7.24577704539434e-06,0.002000555,0.00032716,2.46003200081165e-08,0.002163136,0.09902148,176.9716101,0,combination 2
56,112,3.63073028972882e-05,0.001750886,0.000326699,7.43787014330491e-09,0.001698797,0.207442005,150.8184171,0,combination 2
88,113,3.52211905398584e-05,0.001422609,0.000451819,5.76173343231688e-09,0.001770002,0.212314521,150.1709578,0,combination 2
616,114,0.000116211,0.001454416,0.000525699,2.84636294834957e-08,0.002279546,0.065822305,172.6612521,0,combination 2
89,115,5.27728442674547e-06,0.001234083,0.000522009,1.48637279767636e-08,0.001835359,0.152281492,141.5255911,0,combination 2
57,116,4.8310359198192e-05,0.001570918,0.000402215,1.77115550256584e-08,0.001880704,0.138814649,156.0463903,0,combination 2
214,117,2.10791196335983e-05,0.001743059,0.0004526,4.65553617363468e-08,0.002533788,2.1456464095813e-08,184.4837829,0,combination 2
215,118,4.71225272650343e-06,0.001456688,0.000432076,9.3486147305177e-09,0.001864328,0.174101902,147.610114,0,combination 2
1011,119,1.72021326729207e-05,0.001822114,0.000307262,4.50994587308859e-08,0.002251793,0.024281263,154.4173199,0,combination 2
58,120,2.12211607257448e-05,0.001687909,0.000410979,9.08418033982383e-09,0.001975473,0.169255153,151.8966307,0,combination 2
310,121,5.78378854582297e-05,0.001319861,0.000571654,4.80325509837278e-08,0.002373148,0.012616415,181.6345442,0,combination 2
311,122,3.58565365360462e-05,0.001922633,0.000400905,4.86771269103128e-08,0.002655503,5.04035599386446e-08,198.6272321,0,combination 2
1012,123,0.000124247,0.001726343,0.000332155,4.54234945506816e-08,0.002388046,0.025619065,161.5018717,0,combination 2
59,124,0.00013589,0.001681066,0.000312358,2.06884172503647e-09,0.001983554,0.186395755,157.2691402,0,combination 2
412,125,2.55601325593035e-05,0.001668774,0.000438245,1.55144335620706e-08,0.001882672,0.14794633,147.4980024,0,combination 2
510,126,1.57620967013107e-05,0.001576263,0.000449662,1.51510714952429e-08,0.001932789,0.142372189,145.9448735,0,combination 2
216,127,8.18946643000446e-05,0.001611914,0.000415023,4.89766954641622e-09,0.001754397,0.209161429,168.5663951,0,combination 2
810,128,8.53094662651597e-05,0.001754036,0.000311476,3.16347233125411e-08,0.002081634,0.071147313,171.290506,0,combination 2
617,129,7.09513947999182e-05,0.001814444,0.000438695,4.20764961560543e-08,0.002596783,0.009791046,181.4615006,0,combination 2
511,130,0.000146567,0.001630405,0.000360636,4.64461258211581e-08,0.002410866,0.012265688,169.373297,0,combination 2
312,131,4.38106278723283e-05,0.001188284,0.000521503,1.26011125467046e-08,0.001684752,0.186633702,149.3466147,0,combination 2
1013,132,5.77178816983554e-05,0.001399079,0.000543567,3.49349615127574e-08,0.00225434,0.067661804,162.5329805,0,combination 2
618,133,4.83623813940955e-05,0.00145664,0.000420874,9.46183833026315e-09,0.001941504,0.164269578,146.7344043,0,combination 2
512,134,4.71216509823798e-05,0.001409245,0.000500284,4.27869092046794e-08,0.002210256,0.035711557,177.1304299,0,combination 2
1014,135,0.00012514,0.002340799,0.000301279,3.40938809912444e-08,0.002948534,9.32106326994664e-08,234.2568776,0,combination 2
413,136,2.57821756036764e-05,0.00182849,0.00031207,3.81875107393089e-08,0.002048019,0.058908622,160.8304423,0,combination 2
711,137,6.10047013282754e-05,0.001482875,0.000349227,1.16071946845338e-08,0.001614278,0.196290097,144.1652238,0,combination 2
811,138,0.000124485,0.001797874,0.000303355,2.35185806872491e-08,0.002139699,0.098033693,148.7378064,0,combination 2
712,139,2.69797410497952e-05,0.001269532,0.000571052,1.37335640996007e-08,0.001798904,0.169222498,139.5343932,0,combination 2
713,140,4.1404354138108e-05,0.001649781,0.000328639,5.26696453696242e-08,0.002383742,4.37854565873893e-08,174.1811663,0,combination 2
619,141,2.32711365370756e-05,0.001327459,0.000598919,1.61051484069226e-08,0.001994621,0.125885325,141.9249937,0,combination 2
115,142,6.30468942521151e-05,0.001428528,0.000596326,1.35903165443836e-09,0.001834697,0.224686528,156.3247722,0,combination 2
313,143,6.6417932823837e-05,0.001600732,0.000317026,1.39289282106022e-08,0.001895577,0.154524844,153.5568531,0,combination 2
620,144,2.29047074727392e-05,0.001487973,0.000385407,1.80263804886565e-08,0.001953168,0.110949812,137.8537414,0,combination 2
217,145,0.00010797,0.001812356,0.000378185,3.50078278400222e-08,0.002469225,0.04013636,162.5561717,0,combination 2
98,146,5.49875364452146e-05,0.001497286,0.000390983,1.04223547667478e-08,0.00193654,0.157571677,144.2960559,0,combination 2
314,147,0.000149144,0.001730072,0.000300664,2.2829271064709e-08,0.002333362,0.075276261,183.7855577,0,combination 2
714,148,9.72614388956433e-05,0.001767651,0.000303698,1.82923815278363e-08,0.001911906,0.130051333,139.8724003,0,combination 2
116,149,3.85783025686441e-05,0.001370907,0.000542619,8.876080606872e-09,0.001795283,0.186127695,159.8749989,0,combination 2
218,150,5.95050506947141e-05,0.001360567,0.000386765,1.64956432235463e-08,0.00177837,0.135852601,135.2793119,0,combination 2
621,151,8.77271558619182e-05,0.001355136,0.000411696,5.25915594109093e-08,0.002348741,0.012440833,183.1885154,0,combination 2
812,152,9.3801918780409e-06,0.002129258,0.00035015,4.64902968441662e-08,0.002405093,0.0151115,182.3194537,0,combination 2
219,153,1.93915011384203e-05,0.001616593,0.000481304,1.21731929543764e-08,0.001865427,0.157530661,140.7148216,0,combination 2
117,154,2.7163955086657e-05,0.001671033,0.000500544,3.63389305662141e-08,0.002375658,0.040361079,166.1412028,0,combination 2
715,155,2.99400197799528e-05,0.00158351,0.000365367,4.14599253852481e-08,0.002172966,0.042883555,172.0636917,0,combination 2
813,156,3.62900860938687e-06,0.001436963,0.000385039,9.69232192467525e-09,0.001805859,0.182250128,150.3743898,0,combination 2
99,157,6.83726555052491e-05,0.001566011,0.000403072,1.37372634696006e-08,0.00177194,0.167481072,155.8937305,0,combination 2
910,158,7.85026754890646e-05,0.001156796,0.000479033,2.16245255620238e-08,0.00175825,0.138406454,146.4498235,0,combination 2
1015,159,1.98573890802162e-06,0.001452813,0.000545439,2.21806707477142e-08,0.001986244,0.10919314,171.3750952,0,combination 2
911,160,7.70598929583838e-05,0.001391799,0.000579638,1.79843032758455e-08,0.002081263,0.11823306,153.7226565,0,combination 2
315,161,6.31200388149569e-05,0.0012609,0.000561137,2.88204359306982e-08,0.002112437,0.079346266,165.9931739,0,combination 2
118,162,8.18189780128432e-05,0.001724413,0.000426109,2.54806565784916e-08,0.002043019,0.094158348,161.7417571,0,combination 2
814,163,9.80146618631546e-05,0.001581833,0.000399777,1.90232299494192e-08,0.002156811,0.096992728,142.2872773,0,combination 2
622,164,2.9507717768706e-06,0.001507976,0.000417796,2.42712221351122e-08,0.002109014,0.088804675,166.9468469,10,combination 2
513,165,0.000169527,0.001606959,0.000301934,2.08382944390765e-08,0.00199053,0.114914255,140.3046285,0,combination 2
716,166,2.95851939506374e-05,0.0014194,0.000463053,1.3893644493246e-08,0.001784064,0.163289729,138.0835442,10,combination 2
514,167,0.000118803,0.001336979,0.000462029,3.16881846041531e-08,0.002151606,0.064446816,170.0206982,0,combination 2
717,168,3.9846988899355e-05,0.001293135,0.000556145,2.51464679260454e-08,0.002097548,0.09574719,147.9711538,0,combination 2
515,169,2.98935059469936e-05,0.001560068,0.000432136,2.88017490243915e-08,0.00211965,0.079136989,155.6480254,0,combination 2
815,170,8.89260667311604e-05,0.001228329,0.000445027,4.06020441290298e-08,0.002199079,0.043686327,182.3671553,0,combination 2
316,171,2.84259838734864e-05,0.001354895,0.000494625,1.21892784325527e-08,0.001729932,0.180689551,159.8137664,0,combination 2
718,172,0.000141724,0.001418482,0.000354692,2.65774142471633e-08,0.002032907,0.089279667,171.5032876,0,combination 2
414,173,0.000135829,0.001741295,0.000311255,7.81396850066512e-09,0.002017715,0.155640409,178.5079508,0,combination 2
119,174,5.7455258652549e-05,0.001259488,0.000493292,1.47610585081423e-08,0.001937225,0.118297018,134.5123595,0,combination 2
317,175,3.40164871999872e-05,0.001823707,0.000452318,4.48165492525465e-08,0.002448766,0.018534607,190.6106991,0,combination 2
516,176,0.000102454,0.001622449,0.000320286,6.9539219381753e-09,0.001964932,0.166193381,148.6213706,0,combination 2
120,177,9.20054123587784e-05,0.001621754,0.000469287,4.23525443325734e-08,0.00234941,0.022213353,176.2997412,0,combination 2
816,178,9.37666280488461e-05,0.001412599,0.00046575,2.84525799340897e-08,0.00213039,0.074758534,168.9070716,0,combination 2
121,179,9.40268917126758e-07,0.001813491,0.00039434,9.4355623572133e-09,0.001804583,0.183812564,163.7199803,0,combination 2
623,180,1.85661986490955e-06,0.00138743,0.000598183,2.79415543351602e-08,0.002150784,0.079466215,167.4920004,0,combination 2
122,181,5.14082056410588e-05,0.001608281,0.000468779,4.16546926069882e-08,0.002399105,0.02700758,169.0167618,0,combination 2
123,182,2.90575394573932e-05,0.002046548,0.000316182,6.57447276817305e-09,0.001754571,0.208707143,151.6752114,0,combination 2
912,183,9.25181582666213e-05,0.001656553,0.000305795,4.03096983733968e-08,0.002276322,0.038067917,166.4740418,0,combination 2
913,184,5.43396467482749e-05,0.00139982,0.000356234,2.76653943381516e-08,0.001962658,0.093668331,160.5357486,0,combination 2
415,185,1.35185551368509e-05,0.001765173,0.000317031,2.93442963268319e-13,0.00195567,0.20677503,162.7554478,0,combination 2
124,186,0.000146846,0.001607269,0.000373764,1.87098413885874e-08,0.002109473,0.10842388,166.8011747,0,combination 2
318,187,1.00084701065684e-05,0.00179123,0.000347231,1.40609811299287e-08,0.001978636,0.138993886,171.4012537,0,combination 2
319,188,5.5491541537607e-05,0.001737735,0.000328225,7.77048278822319e-09,0.002013158,0.158390808,166.9248552,0,combination 2
416,189,0.000102075,0.001597976,0.000411096,4.13792405313581e-08,0.002307436,0.032177993,178.895244,0,combination 2
914,190,1.74184228831514e-05,0.001642701,0.000333685,3.95821679012129e-08,0.002015148,0.058629621,150.0141929,0,combination 2
417,191,5.30416452165338e-05,0.001796219,0.000359155,2.72641830087347e-09,0.001780255,0.22080018,165.0839679,0,combination 2
517,192,6.26692760570319e-05,0.001381892,0.000506748,6.3949020643702e-15,0.001703947,0.261416787,165.1249315,0,combination 2
624,193,9.90012612607374e-06,0.002029962,0.000457955,4.6231777206611e-08,0.002453017,2.96201075666286e-08,171.0343474,0,combination 2
418,194,5.38343702393462e-05,0.001628527,0.000408782,2.3216698154271e-13,0.00188207,0.217645493,157.79631,0,combination 2
125,195,9.60503393909606e-05,0.001357221,0.000340952,2.08510388435502e-08,0.001777849,0.137265243,155.3119456,0,combination 2
419,196,1.15434673394221e-05,0.001439575,0.000308643,5.7762829161772e-09,0.001523448,0.251136909,159.7231979,0,combination 2
625,197,4.22475668981483e-05,0.001526483,0.000365757,3.53776007975846e-10,0.001777553,0.233689532,155.1830659,0,combination 2
126,198,4.04136789569409e-05,0.001816339,0.00036478,8.97590242927017e-09,0.001943273,0.16655386,167.3177902,0,combination 2
420,199,6.81767548027193e-05,0.00156261,0.000449704,1.44531465228008e-08,0.001890757,0.147594821,163.8909263,0,combination 2
518,200,7.29880872440768e-06,0.001626732,0.000360723,1.92950302425782e-08,0.001901522,0.136320542,149.0592126,0,combination 2
