,A_true,beta_true,gamma_true,omega_true,rho_true,A_start,beta_start,rho_start,index,A_hat,beta_hat,rho_hat,nloglik,code,mean_R0_true,mean_R0_hat,set
21,3.83351713219132e-08,0.001503283,0.001369863,0.000182648,0.468443441,2.58674264800247e-05,0.001519518,0.000363387,11,4.03819792967046e-08,0.00140725,0.540695305,151.1373873,0,1.428426007,1.450723183,combination 4
22,8.4109937765525e-08,0.001543642,0.001369863,0.000182648,0.481966267,1.32013584695435e-05,0.001655271,0.000317489,12,9.76326492815921e-08,0.001408617,0.531333916,161.1873317,0,1.557320655,1.531031036,combination 4
61,1.0959740014369e-07,0.001369017,0.001369863,0.000182648,0.44056326,0.000117291,0.001249473,0.000500251,13,8.78779025420251e-08,0.001252412,0.534244312,132.7379176,0,1.370420531,1.367075772,combination 4
7,5.59299734006582e-08,0.001506031,0.001369863,0.000182648,0.37452665,5.21248058807116e-05,0.001434398,0.000365556,14,5.03416782509772e-08,0.001539595,0.362130455,133.7061486,0,1.30701345,1.306733823,combination 4
91,7.67959677130207e-08,0.002275778,0.001369863,0.000182648,0.232935312,6.08628980550494e-05,0.00147783,0.00040465,15,4.94894543354887e-08,0.002156494,0.299523872,147.790334,0,1.623517705,1.661943261,combination 4
32,6.15929800716856e-08,0.001505604,0.001369863,0.000182648,0.504019364,0.000148135,0.001758132,0.000303826,16,4.54509291647537e-08,0.001085735,0.858194685,153.7358054,0,1.523090253,1.512371576,combination 4
4,1.23290803607045e-07,0.001773269,0.001369863,0.000182648,0.319238484,5.77112732150204e-05,0.001439165,0.0004708,17,1.03741311144135e-07,0.00163275,0.399731725,141.1593405,0,1.506789214,1.520928844,combination 4
92,9.35437572374932e-08,0.001099894,0.001369863,0.000182648,0.628325865,9.01572231296694e-05,0.001380189,0.000425552,18,1.01014536108564e-07,0.001208116,0.535135252,122.1551254,0,1.345854168,1.346369868,combination 4
62,1.4883756438119e-07,0.001598617,0.001369863,0.000182648,0.333353251,3.43534095331372e-05,0.001777769,0.000306457,19,1.17239696972293e-07,0.001356791,0.505781702,135.8369782,0,1.431945068,1.472477797,combination 4
102,9.39960271368859e-09,0.001181784,0.001369863,0.000182648,0.722560739,9.96434681273542e-05,0.001288415,0.000495526,20,1.15854606803286e-08,0.000953997,0.999999927,148.169171,0,1.396150964,1.405189185,combination 4
41,1.46709972198314e-07,0.001454972,0.001369863,0.000182648,0.374798158,1.02603599798145e-05,0.001543491,0.000363073,21,1.18581889618425e-07,0.001199699,0.56902236,130.0748574,0,1.388458438,1.414302889,combination 4
103,1.35444028477698e-07,0.002026965,0.001369863,0.000182648,0.211522438,0.000110698,0.001703674,0.000307642,22,1.97667259593188e-07,0.002472064,0.067080998,144.3713083,0,1.471958853,1.423728993,combination 4
23,9.95785754409675e-08,0.001540534,0.001369863,0.000182648,0.398550138,5.89595672662481e-05,0.001874759,0.000334419,23,1.26598359296626e-07,0.00160859,0.341605551,137.1413138,0,1.435371852,1.426268967,combination 4
104,9.48572155834096e-08,0.001240333,0.001369863,0.000182648,0.555403953,0.000101756,0.001474123,0.00048166,24,5.36158268415681e-08,0.000900369,0.999998297,130.0753668,0,1.396322749,1.429714518,combination 4
71,1.29849657920186e-07,0.001138975,0.001369863,0.000182648,0.56722145,1.24223076025734e-06,0.001388744,0.000597785,25,1.52686821989005e-07,0.0012788,0.437834128,125.4241766,0,1.369375105,1.349624322,combination 4
24,1.17121241664568e-07,0.001447119,0.001369863,0.000182648,0.416089989,9.89742628702506e-05,0.001613209,0.000353527,26,7.22225894642455e-08,0.000908867,0.971965491,135.7438815,0,1.410109497,1.458141313,combination 4
105,1.72290431240175e-08,0.001939996,0.001369863,0.000182648,0.322622823,3.21312361927049e-05,0.001346931,0.000481687,27,1.48174335492182e-08,0.002299782,0.194812767,141.5822484,0,1.507232369,1.482316706,combination 4
72,2.8849850310436e-08,0.00134245,0.001369863,0.000182648,0.520401131,2.74847049016816e-05,0.001676162,0.000381082,28,1.73447726681622e-08,0.000910511,0.999999762,137.6376565,0,1.339820708,1.356384631,combination 4
52,7.71877370712933e-08,0.001730977,0.001369863,0.000182648,0.209748914,6.24548332396972e-05,0.001197366,0.000594642,29,9.67107883551228e-08,0.00188044,0.13994479,117.9563224,0,1.212452693,1.187963655,combination 4
33,1.86911076161603e-07,0.001703142,0.001369863,0.000182648,0.251183723,8.89322336695767e-05,0.001580553,0.000345789,30,1.98917252731141e-07,0.001892744,0.177211984,135.0270044,0,1.395497939,1.375469144,combination 4
93,8.15011153029818e-08,0.001608873,0.001369863,0.000182648,0.44135102,6.1589366671188e-05,0.001527137,0.000389654,31,6.87002468916067e-08,0.001481195,0.533437438,146.4258738,0,1.542595731,1.558226726,combination 4
11,4.91642575310151e-08,0.001490826,0.001369863,0.000182648,0.40773153,2.41543197836239e-05,0.001387369,0.000527553,32,4.26492751230567e-08,0.001457133,0.433488731,141.1600194,0,1.337768592,1.339360505,combination 4
12,2.10370618160105e-08,0.001397138,0.001369863,0.000182648,0.391003016,0.000124202,0.001376145,0.000399638,33,1.46902958736596e-08,0.001435819,0.368302577,111.8433256,0,1.194432956,1.184751942,combination 4
34,1.04662609371663e-07,0.002025898,0.001369863,0.000182648,0.271424922,0.000137893,0.001651022,0.000311394,34,8.99054627648348e-08,0.002105145,0.253496691,146.5678996,0,1.570445617,1.569196182,combination 4
13,1.19881853206743e-07,0.001482826,0.001369863,0.000182648,0.337818547,0.00010829,0.001445498,0.000362285,35,1.00358295998033e-07,0.00131869,0.444885572,127.8717883,0,1.312482797,1.318855469,combination 4
106,7.6648835663898e-08,0.001505191,0.001369863,0.000182648,0.418549002,1.80093103229478e-05,0.001304448,0.000570241,36,5.88522368072336e-08,0.00148003,0.447861851,137.3277129,0,1.406430348,1.40571471,combination 4
63,8.23193273551024e-08,0.001735457,0.001369863,0.000182648,0.255903149,6.70256945970346e-05,0.001336625,0.000557874,37,5.02573621743536e-08,0.001438911,0.428372702,144.5488341,0,1.307531354,1.326634361,combination 4
73,1.62359492721902e-08,0.001600732,0.001369863,0.000182648,0.346253313,3.04173087715681e-05,0.001377929,0.000407076,38,1.58911137280877e-08,0.001537593,0.353390514,128.3064963,0,1.28470759,1.24559498,combination 4
107,3.99017114420921e-09,0.002434427,0.001369863,0.000182648,0.253987523,9.37684155712447e-05,0.001545532,0.000386022,39,1.28391629343054e-08,0.002327013,0.273568129,149.7047486,0,1.701446547,1.68273133,combination 4
53,1.45752018402543e-07,0.001347974,0.001369863,0.000182648,0.406046005,2.40370329247499e-05,0.001565983,0.000365168,40,1.49218353965479e-07,0.001305832,0.42447082,127.3730957,0,1.349610288,1.347491048,combination 4
25,7.08293415437613e-08,0.002054502,0.001369863,0.000182648,0.30269734,2.36862771805487e-05,0.001430605,0.000594515,41,6.20304628960237e-08,0.002076811,0.292147417,147.6458263,0,1.619217515,1.601997837,combination 4
42,1.29867997788799e-07,0.001568529,0.001369863,0.000182648,0.295656295,4.65238778810194e-05,0.001607792,0.000461999,42,8.57201085691501e-08,0.001248156,0.518094756,133.6976761,0,1.316711988,1.33686114,combination 4
43,1.06759644944917e-07,0.001782211,0.001369863,0.000182648,0.318204994,4.9497009088476e-05,0.001550041,0.000406898,43,9.83838390743132e-08,0.001576829,0.41803211,138.0368593,0,1.490793313,1.498284039,combination 4
8,8.80131693395615e-08,0.001544972,0.001369863,0.000182648,0.391654205,0.000162477,0.001464079,0.000354653,44,7.28314302121533e-08,0.001447064,0.459466031,136.1114423,0,1.4112928,1.415252811,combination 4
94,2.26265992188775e-08,0.001567297,0.001369863,0.000182648,0.464653946,6.10256307791664e-05,0.00172582,0.000359161,45,4.14228124017098e-08,0.002231427,0.163528593,137.338188,0,1.456923246,1.394407531,combination 4
64,1.3662246446173e-07,0.001760154,0.001369863,0.000182648,0.230687324,4.32740551695671e-05,0.001584727,0.000446645,46,1.43002311139852e-07,0.001906816,0.17733292,131.1585775,0,1.336830726,1.327797721,combination 4
81,1.69220678652806e-07,0.001624271,0.001369863,0.000182648,0.221286099,9.50082318491613e-05,0.001792281,0.000334543,47,1.93227436308629e-07,0.001773808,0.153493024,113.5322698,0,1.263297898,1.24597419,combination 4
26,7.75313559982562e-08,0.001555817,0.001369863,0.000182648,0.363731908,2.58783084972939e-05,0.001383014,0.000473626,48,4.84817623587411e-08,0.001261163,0.585144167,140.6320228,0,1.358683416,1.380035558,combination 4
54,1.2948045171698e-08,0.001863011,0.001369863,0.000182648,0.344364252,0.000114593,0.001469889,0.000356811,49,7.87410834566538e-09,0.001553561,0.527496825,142.8680022,0,1.483890396,1.520765244,combination 4
27,7.55268781791609e-08,0.001550414,0.001369863,0.000182648,0.369918676,8.36958397889421e-06,0.001353548,0.000485404,50,3.48528751732157e-08,0.000923267,0.999998449,140.9777614,0,1.362051004,1.417260234,combination 4
